Message,Category
"Your information processing system hou strom unit virus, salary for service now.",Tech Support Scam
You demand to conveyance the monetary resource as call for by HR.,Workplace Harassment Scam
You demand to transport the monetary resource atomic number 33 quest past HR.,Workplace Harassment Scam
"Your computing machine HA angstrom u rom virus, remuneration for service now.",Tech Support Scam
"You owe taxes, pay straight of fraud, salary the fine Beaver State human face arrest.",Fake Law Enforcement Scam
You demand to transfer the finances as request by HR.,Workplace Harassment Scam
Send Pine Tree State the money or I'll portion your ikon online.,Extortion Scam
"The FBI be after you for fraud, remunerati ely to avoid legal consequences.",Fake Law Enforcement Scam
"You owe money, earnings   immediately or face arrest.",Debt Collection Scam
direct Pine Tree State the money or I'll part your image online.,Extortion Scam
"iodin am deposit and demand funds, help Pine Tree State out.",Romance Scam
Pay Pine Tree State money or I'll  n I'll release your buck private photos.,Extortion Scam
"Your computing device hour angle angstrom virus, remuneration for service now.",Tech Support Scam
"Your information processing system hour angle virus, remuneration for service now.",Tech Support Scam
earnings Maine money Beaver State I'll release your private photos.,Extortion Scam
"atomic number 53 americium lodge and need funds, aid me out.",Romance Scam
"The Federal Bureau of Investigation be after y u for fraud, wage the fine or human face arrest.",Fake Law Enforcement Scam
"Your computer HA angstrom unit  unit virus, wage for service now.",Tech Support Scam
We’ve detected a virus on your system. Pay for removal.,Tech Support Scam
Final notice: pay your d regon face legal action.,Debt Collection Scam
Send Maine the money Beaver State I'll share your icon online.,Extortion Scam
The Federal Bureau of Investigation be after you  ings the mulct or human face arrest.,Fake Law Enforcement Scam
"iodine am stick and demand funds, aid Maine out.",Romance Scam
"You owe money, pay now Beaver  aver State human face legal action.",Debt Collection Scam
"You owe money, remuneration now eaver State face legal action.",Debt Collection Scam
You need to transfer the pecuniary resource as quest by HR.,Workplace Harassment Scam
"You owe money, earnings now Beav r we’ll take legal action.",Debt Collection Scam
"You owe taxes, earnings now  ot to avoid legal consequences.",Fake Law Enforcement Scam
Your computer hour angle angstrom  y for tech support immediately.,Tech Support Scam
Send me the money Oregon I'll share your icon online.,Extortion Scam
Immediate payment be take to avoid foster charges.,Debt Collection Scam
"iodine am deposit and demand funds, assist me out.",Romance Scam
"Your computing machine HA angstro  a virus, earnings for service now.",Tech Support Scam
Your computing machine hour angl ation for tech support immediately.,Tech Support Scam
"iodin americium wedge and demand funds, aid Maine out.",Romance Scam
"The FBI be after you for fraud, sal e mulct Beaver State human face arrest.",Fake Law Enforcement Scam
earnings me money Oregon I'll release your buck private photos.,Extortion Scam
"Your computer hour angle angstr  angle a virus, salary for service now.",Tech Support Scam
The Federal Bureau of Investigation be after you f  the mulct Beaver State face arrest.,Fake Law Enforcement Scam
FBI has a warrant for your arre ff to avoid legal consequences.,Fake Law Enforcement Scam
"iodine am lodge and n  and demand funds, assist me out.",Romance Scam
"The FBI be after you for fraud, wage on the fine Beaver State human face arrest.",Fake Law Enforcement Scam
"The FBI be after you for fraud, earnin  to avoid legal consequences.",Fake Law Enforcement Scam
Send Pine Tree State the money Oregon I'll share your image online.,Extortion Scam
Immediate payment be necessit er State face legal action.,Debt Collection Scam
"Your electronic computer HA a  gstrom unit virus, remuneration for service now.",Tech Support Scam
"The FBI be after you for fraud, salary the fine Oregon human face arrest.",Fake Law Enforcement Scam
"You owe money, salary now  r State human face legal action.",Debt Collection Scam
"iodine americium stick and demand funds, help Maine out.",Romance Scam
"I atomic number 95 wedge and demand funds, assist Pine Tree State out.",Romance Scam
"iodin atomic number 95 stick and need funds, help me out.",Romance Scam
"Your electronic computer hour angle om unit virus, pay for service now.",Tech Support Scam
"The FBI be after you for fraud, wage t for fraud, wage the amercement Oregon face arrest.",Fake Law Enforcement Scam
You need to transport the finances and atomic number 33 call for past HR.,Workplace Harassment Scam
direct Maine the money Beaver State I'll part your picture online.,Extortion Scam
"I am lodge and need funds, help Maine out.",Romance Scam
"The Federal Bureau of Investigation be after you for fraud, earnings the mulct Beaver State human face arrest.",Fake Law Enforcement Scam
"Your data processor hour angle angstro e a virus, salary for service now.",Tech Support Scam
"Your foreman be request for spiritualist information, direct information technology now.",Workplace Harassment Scam
direct me the money Oregon  egon I'll release your private photos.,Extortion Scam
You need to transportation  hand atomic number 33 call for past HR.,Workplace Harassment Scam
Send me the money or I'll p e I'll share your image online.,Extortion Scam
"You owe taxes, salary like a sh ou for fraud, salary the mulct or face arrest.",Fake Law Enforcement Scam
"The FBI be after you for fraud or fraud, salary the fine Beaver State face arrest.",Fake Law Enforcement Scam
You need to transport the cash in hand atomic number 33 quest by HR.,Workplace Harassment Scam
You need to transport the monetary resource arsenic bespeak past HR.,Workplace Harassment Scam
Send Maine the money Oregon I'll part your icon online.,Extortion Scam
You need to transportation the pecuniary resource as quest by HR.,Workplace Harassment Scam
The Federal Bureau of Investigation be after you for f arnings the mulct or face arrest.,Fake Law Enforcement Scam
"You owe taxes, salary now to avoid legal consequences.",Fake Law Enforcement Scam
You demand to transfer the monetary resource as request by HR.,Workplace Harassment Scam
"I need money urgently, delight send some to me.",Romance Scam
Send Maine the money Oregon I'll percentage your picture online.,Extortion Scam
The Federal Bureau of Investigation be after you for o avoid legal consequences.,Fake Law Enforcement Scam
"Your electronic computer HA angstrom  m virus, wage for service now.",Tech Support Scam
"You owe money, pay now or re to avoid foster charges.",Debt Collection Scam
Send me the money Oregon I'll portion your ikon online.,Extortion Scam
wage Maine money Beaver State I'll  'll percentage your icon online.,Extortion Scam
Police investigation underway. You must pay to avoid charges.,Fake Law Enforcement Scam
direct Pine Tree State the money or I'll portion your icon online.,Extortion Scam
"atomic number 53 atomic number 95 wedge and demand funds, assist me out.",Romance Scam
"You owe taxes, pay immediatel raud, remuneration the mulct Beaver State face arrest.",Fake Law Enforcement Scam
You need to transportation the cash in hand arsenic quest by HR.,Workplace Harassment Scam
"You owe money, earnings now Beav er State human face legal action.",Debt Collection Scam
"The Federal Bureau of Investigation be after you   you for fraud, pay the fine or face arrest.",Fake Law Enforcement Scam
Your information processing system HA   for technical school support immediately.,Tech Support Scam
"iodin atomic number 95 wedge and need funds, assist Pine Tree State out.",Romance Scam
"You owe money, earnings now O  human face legal action.",Debt Collection Scam
"I atomic number 95 deposit and demand funds, assist me out.",Romance Scam
"The FBI be after you for fraud, p  the mulct Beaver State face arrest.",Fake Law Enforcement Scam
Send Pine Tree State the money Beaver State I'll portion your icon online.,Extortion Scam
"You owe taxes, earnings right a e amercement Beaver State face arrest.",Fake Law Enforcement Scam
The Federal Bureau of Investigation be after you f ngs the amercement Oregon face arrest.,Fake Law Enforcement Scam
You demand to transfer the pecunia s atomic number 33 request by HR.,Workplace Harassment Scam
"The FBI be after you for fraud, wage the   fraud, wage the amercement Beaver State face arrest.",Fake Law Enforcement Scam
"iodine atomic number 95 stick  d funds, help Maine out.",Romance Scam
Send me the money Oregon I'll portion your icon online.,Extortion Scam
"Your honcho be asking for spiritualist information, direct it now.",Workplace Harassment Scam
"iodine americium stick and n , assist Pine Tree State out.",Romance Scam
You demand to transferral the  atomic number 33 bespeak past HR.,Workplace Harassment Scam
"You owe money, salary now  to avoid further charges.",Debt Collection Scam
Your data processor hour angle angst  for technical school support immediately.,Tech Support Scam
"Your data processor hour angle angs m virus, wage for service now.",Tech Support Scam
